,order_details_id,order_id,order_date,order_time,item_id
3448,3449,1529,1/26/23,3:35:32 PM,118
3449,3450,1529,1/26/23,3:35:32 PM,114
3450,3451,1530,1/26/23,3:49:09 PM,125
3451,3452,1530,1/26/23,3:49:09 PM,128
3452,3453,1531,1/26/23,3:58:50 PM,109
3453,3454,1532,1/26/23,4:04:46 PM,107
3454,3455,1532,1/26/23,4:04:46 PM,113
3455,3456,1533,1/26/23,4:08:02 PM,101
3456,3457,1533,1/26/23,4:08:02 PM,112
3457,3458,1534,1/26/23,4:21:23 PM,128
3458,3459,1534,1/26/23,4:21:23 PM,130
3459,3460,1534,1/26/23,4:21:23 PM,114
3460,3461,1535,1/26/23,4:38:21 PM,101
3461,3462,1535,1/26/23,4:38:21 PM,125
3462,3463,1535,1/26/23,4:38:21 PM,127
3463,3464,1535,1/26/23,4:38:21 PM,131
3464,3465,1536,1/26/23,4:52:11 PM,116
3465,3466,1536,1/26/23,4:52:11 PM,113
3466,3467,1536,1/26/23,4:52:11 PM,120
3467,3468,1537,1/26/23,5:04:54 PM,104
3468,3469,1538,1/26/23,5:06:36 PM,103
3469,3470,1538,1/26/23,5:06:36 PM,130
3470,3471,1538,1/26/23,5:06:36 PM,131
3471,3472,1539,1/26/23,6:03:43 PM,124
3472,3473,1539,1/26/23,6:03:43 PM,117
3473,3474,1539,1/26/23,6:03:43 PM,106
3474,3475,1540,1/26/23,6:08:56 PM,127
3475,3476,1540,1/26/23,6:08:56 PM,121
3476,3477,1541,1/26/23,6:10:06 PM,106
3477,3478,1542,1/26/23,6:37:22 PM,116
3478,3479,1542,1/26/23,6:37:22 PM,130
3479,3480,1542,1/26/23,6:37:22 PM,123
3480,3481,1542,1/26/23,6:37:22 PM,106
3481,3482,1543,1/26/23,7:21:11 PM,124
3482,3483,1543,1/26/23,7:21:11 PM,106
3483,3484,1544,1/26/23,7:32:50 PM,111
3484,3485,1544,1/26/23,7:32:50 PM,122
3485,3486,1545,1/26/23,7:33:23 PM,109
3486,3487,1546,1/26/23,7:42:41 PM,105
3487,3488,1547,1/26/23,8:58:38 PM,110
3488,3489,1547,1/26/23,8:58:38 PM,131
3489,3490,1548,1/26/23,8:59:51 PM,110
3490,3491,1548,1/26/23,8:59:51 PM,105
3491,3492,1549,1/26/23,9:12:55 PM,105
3492,3493,1550,1/26/23,9:23:19 PM,107
3493,3494,1550,1/26/23,9:23:19 PM,118
3494,3495,1551,1/26/23,9:37:51 PM,130
3495,3496,1552,1/27/23,11:23:30 AM,110
3496,3497,1553,1/27/23,11:47:40 AM,116
3497,3498,1554,1/27/23,11:57:19 AM,127
3498,3499,1554,1/27/23,11:57:19 AM,118
3499,3500,1554,1/27/23,11:57:19 AM,119
3500,3501,1555,1/27/23,12:07:54 PM,132
3501,3502,1556,1/27/23,12:19:15 PM,129
3502,3503,1556,1/27/23,12:19:15 PM,105
3503,3504,1557,1/27/23,12:21:21 PM,109
3504,3505,1558,1/27/23,12:27:55 PM,127
3505,3506,1558,1/27/23,12:27:55 PM,132
3506,3507,1559,1/27/23,12:34:12 PM,109
3507,3508,1560,1/27/23,12:56:17 PM,117
3508,3509,1560,1/27/23,12:56:17 PM,111
3509,3510,1561,1/27/23,12:56:35 PM,103
3510,3511,1562,1/27/23,1:00:08 PM,108
3511,3512,1563,1/27/23,1:04:38 PM,108
3512,3513,1563,1/27/23,1:04:38 PM,110
3513,3514,1564,1/27/23,1:05:50 PM,124
3514,3515,1564,1/27/23,1:05:50 PM,109
3515,3516,1564,1/27/23,1:05:50 PM,129
3516,3517,1564,1/27/23,1:05:50 PM,113
3517,3518,1565,1/27/23,1:21:20 PM,101
3518,3519,1565,1/27/23,1:21:20 PM,102
3519,3520,1565,1/27/23,1:21:20 PM,110
3520,3521,1565,1/27/23,1:21:20 PM,110
3521,3522,1566,1/27/23,1:23:02 PM,131
3522,3523,1567,1/27/23,1:31:08 PM,109
3523,3524,1567,1/27/23,1:31:08 PM,129
3524,3525,1567,1/27/23,1:31:08 PM,119
3525,3526,1568,1/27/23,1:38:46 PM,102
3526,3527,1568,1/27/23,1:38:46 PM,108
3527,3528,1568,1/27/23,1:38:46 PM,127
3528,3529,1568,1/27/23,1:38:46 PM,131
3529,3530,1569,1/27/23,1:38:50 PM,101
3530,3531,1569,1/27/23,1:38:50 PM,115
3531,3532,1569,1/27/23,1:38:50 PM,109
3532,3533,1569,1/27/23,1:38:50 PM,110
3533,3534,1569,1/27/23,1:38:50 PM,111
3534,3535,1569,1/27/23,1:38:50 PM,113
3535,3536,1569,1/27/23,1:38:50 PM,113
3536,3537,1569,1/27/23,1:38:50 PM,118
3537,3538,1569,1/27/23,1:38:50 PM,121
3538,3539,1569,1/27/23,1:38:50 PM,105
3539,3540,1569,1/27/23,1:38:50 PM,122
3540,3541,1569,1/27/23,1:38:50 PM,123
3541,3542,1569,1/27/23,1:38:50 PM,106
3542,3543,1570,1/27/23,1:49:25 PM,102
3543,3544,1571,1/27/23,2:32:25 PM,101
3544,3545,1572,1/27/23,2:33:38 PM,120
3545,3546,1572,1/27/23,2:33:38 PM,123
3546,3547,1572,1/27/23,2:33:38 PM,106
3547,3548,1573,1/27/23,2:39:50 PM,106
3548,3549,1574,1/27/23,3:32:22 PM,101
3549,3550,1574,1/27/23,3:32:22 PM,118
3550,3551,1574,1/27/23,3:32:22 PM,131
3551,3552,1575,1/27/23,3:37:13 PM,112
3552,3553,1576,1/27/23,3:44:22 PM,121
3553,3554,1576,1/27/23,3:44:22 PM,114
3554,3555,1577,1/27/23,3:48:27 PM,112
3555,3556,1578,1/27/23,4:07:40 PM,125
3556,3557,1578,1/27/23,4:07:40 PM,129
3557,3558,1578,1/27/23,4:07:40 PM,113
3559,3560,1579,1/27/23,4:19:56 PM,108
3560,3561,1579,1/27/23,4:19:56 PM,122
3561,3562,1580,1/27/23,4:27:31 PM,126
3562,3563,1580,1/27/23,4:27:31 PM,132
3564,3565,1582,1/27/23,4:34:55 PM,102
3565,3566,1582,1/27/23,4:34:55 PM,109
3566,3567,1582,1/27/23,4:34:55 PM,121
3567,3568,1582,1/27/23,4:34:55 PM,106
3568,3569,1583,1/27/23,5:01:03 PM,103
3569,3570,1583,1/27/23,5:01:03 PM,121
3570,3571,1584,1/27/23,5:08:55 PM,112
3571,3572,1584,1/27/23,5:08:55 PM,105
3572,3573,1585,1/27/23,5:14:26 PM,107
3573,3574,1585,1/27/23,5:14:26 PM,110
3574,3575,1585,1/27/23,5:14:26 PM,119
3575,3576,1586,1/27/23,5:15:31 PM,110
3576,3577,1586,1/27/23,5:15:31 PM,105
3577,3578,1586,1/27/23,5:15:31 PM,131
3578,3579,1587,1/27/23,5:26:55 PM,113
3579,3580,1588,1/27/23,5:29:19 PM,131
3580,3581,1588,1/27/23,5:29:19 PM,123
3581,3582,1589,1/27/23,5:46:02 PM,128
3582,3583,1589,1/27/23,5:46:02 PM,121
3583,3584,1589,1/27/23,5:46:02 PM,105
3584,3585,1590,1/27/23,5:56:16 PM,103
3585,3586,1590,1/27/23,5:56:16 PM,111
3586,3587,1590,1/27/23,5:56:16 PM,113
3587,3588,1590,1/27/23,5:56:16 PM,130
3588,3589,1591,1/27/23,6:00:16 PM,107
3589,3590,1591,1/27/23,6:00:16 PM,102
3590,3591,1591,1/27/23,6:00:16 PM,125
3591,3592,1591,1/27/23,6:00:16 PM,120
3592,3593,1592,1/27/23,6:02:51 PM,104
3593,3594,1593,1/27/23,6:06:25 PM,116
3594,3595,1593,1/27/23,6:06:25 PM,119
3595,3596,1593,1/27/23,6:06:25 PM,122
3596,3597,1593,1/27/23,6:06:25 PM,114
3597,3598,1594,1/27/23,6:16:02 PM,104
3598,3599,1595,1/27/23,6:17:38 PM,120
3599,3600,1595,1/27/23,6:17:38 PM,114
3600,3601,1596,1/27/23,6:22:07 PM,121
3601,3602,1596,1/27/23,6:22:07 PM,106
3602,3603,1597,1/27/23,6:22:23 PM,105
3603,3604,1598,1/27/23,6:31:26 PM,125
3604,3605,1598,1/27/23,6:31:26 PM,119
3605,3606,1599,1/27/23,6:33:59 PM,124
3606,3607,1599,1/27/23,6:33:59 PM,119
3607,3608,1600,1/27/23,6:37:54 PM,111
3608,3609,1600,1/27/23,6:37:54 PM,112
3609,3610,1601,1/27/23,6:48:01 PM,110
3610,3611,1601,1/27/23,6:48:01 PM,114
3611,3612,1602,1/27/23,6:49:15 PM,116
3612,3613,1602,1/27/23,6:49:15 PM,106
3613,3614,1603,1/27/23,7:16:45 PM,109
3614,3615,1604,1/27/23,8:05:01 PM,129
3615,3616,1604,1/27/23,8:05:01 PM,111
3616,3617,1605,1/27/23,8:05:27 PM,110
3617,3618,1605,1/27/23,8:05:27 PM,127
3618,3619,1606,1/27/23,8:07:37 PM,128
3619,3620,1606,1/27/23,8:07:37 PM,113
3620,3621,1607,1/27/23,8:09:27 PM,115
3621,3622,1607,1/27/23,8:09:27 PM,109
3622,3623,1607,1/27/23,8:09:27 PM,110
3623,3624,1608,1/27/23,8:10:32 PM,132
3624,3625,1609,1/27/23,8:17:48 PM,109
3625,3626,1609,1/27/23,8:17:48 PM,128
3626,3627,1610,1/27/23,8:43:11 PM,119
3627,3628,1611,1/27/23,9:03:04 PM,108
3628,3629,1611,1/27/23,9:03:04 PM,112
3629,3630,1611,1/27/23,9:03:04 PM,113
3630,3631,1611,1/27/23,9:03:04 PM,118
3631,3632,1612,1/27/23,9:03:29 PM,122
3632,3633,1612,1/27/23,9:03:29 PM,114
3633,3634,1613,1/27/23,9:05:59 PM,125
3634,3635,1613,1/27/23,9:05:59 PM,110
3635,3636,1613,1/27/23,9:05:59 PM,105
3636,3637,1613,1/27/23,9:05:59 PM,132
3637,3638,1614,1/27/23,10:10:01 PM,107
3638,3639,1614,1/27/23,10:10:01 PM,111
3639,3640,1615,1/27/23,10:11:38 PM,111
3640,3641,1616,1/27/23,10:22:25 PM,113
3641,3642,1616,1/27/23,10:22:25 PM,123
3642,3643,1617,1/27/23,10:25:26 PM,125
3643,3644,1617,1/27/23,10:25:26 PM,118
3644,3645,1618,1/28/23,11:28:33 AM,107
3645,3646,1618,1/28/23,11:28:33 AM,104
3646,3647,1618,1/28/23,11:28:33 AM,113
3647,3648,1618,1/28/23,11:28:33 AM,120
3648,3649,1619,1/28/23,11:36:34 AM,101
3649,3650,1619,1/28/23,11:36:34 AM,108
3650,3651,1620,1/28/23,11:38:50 AM,118
3651,3652,1620,1/28/23,11:38:50 AM,122
3652,3653,1621,1/28/23,11:43:54 AM,107
3653,3654,1622,1/28/23,11:49:42 AM,115
3654,3655,1622,1/28/23,11:49:42 AM,122
3655,3656,1623,1/28/23,11:50:41 AM,117
3656,3657,1624,1/28/23,11:55:46 AM,102
3657,3658,1625,1/28/23,11:58:42 AM,117
3658,3659,1626,1/28/23,12:04:16 PM,109
3659,3660,1627,1/28/23,12:09:40 PM,101
3660,3661,1628,1/28/23,12:16:39 PM,115
3661,3662,1628,1/28/23,12:16:39 PM,125
3662,3663,1628,1/28/23,12:16:39 PM,131
3663,3664,1629,1/28/23,12:17:09 PM,108
3664,3665,1629,1/28/23,12:17:09 PM,118
3665,3666,1629,1/28/23,12:17:09 PM,106
3666,3667,1630,1/28/23,12:19:50 PM,124
3667,3668,1630,1/28/23,12:19:50 PM,126
3668,3669,1630,1/28/23,12:19:50 PM,113
3669,3670,1631,1/28/23,12:20:11 PM,108
3670,3671,1631,1/28/23,12:20:11 PM,132
3671,3672,1632,1/28/23,12:20:31 PM,112
3672,3673,1632,1/28/23,12:20:31 PM,122
3673,3674,1632,1/28/23,12:20:31 PM,131
3674,3675,1633,1/28/23,12:45:52 PM,113
3675,3676,1633,1/28/23,12:45:52 PM,120
3676,3677,1633,1/28/23,12:45:52 PM,130
3677,3678,1634,1/28/23,12:47:43 PM,126
3678,3679,1635,1/28/23,1:07:37 PM,107
3679,3680,1636,1/28/23,1:07:52 PM,132
3680,3681,1637,1/28/23,1:21:08 PM,101
3681,3682,1637,1/28/23,1:21:08 PM,108
3682,3683,1637,1/28/23,1:21:08 PM,120
3683,3684,1638,1/28/23,1:34:25 PM,110
3684,3685,1638,1/28/23,1:34:25 PM,129
3685,3686,1638,1/28/23,1:34:25 PM,131
3687,3688,1639,1/28/23,1:37:57 PM,101
3688,3689,1639,1/28/23,1:37:57 PM,104
3689,3690,1639,1/28/23,1:37:57 PM,109
3690,3691,1639,1/28/23,1:37:57 PM,109
3691,3692,1639,1/28/23,1:37:57 PM,109
3692,3693,1639,1/28/23,1:37:57 PM,118
3693,3694,1639,1/28/23,1:37:57 PM,119
3695,3696,1640,1/28/23,1:45:42 PM,131
3696,3697,1641,1/28/23,2:21:48 PM,108
3697,3698,1641,1/28/23,2:21:48 PM,113
3698,3699,1642,1/28/23,2:26:49 PM,102
3699,3700,1642,1/28/23,2:26:49 PM,108
3700,3701,1642,1/28/23,2:26:49 PM,121
3701,3702,1642,1/28/23,2:26:49 PM,105
3702,3703,1643,1/28/23,2:46:45 PM,102
3703,3704,1643,1/28/23,2:46:45 PM,103
3704,3705,1643,1/28/23,2:46:45 PM,111
3705,3706,1644,1/28/23,3:01:14 PM,101
3706,3707,1644,1/28/23,3:01:14 PM,101
3707,3708,1644,1/28/23,3:01:14 PM,108
3708,3709,1645,1/28/23,3:16:01 PM,132
3709,3710,1646,1/28/23,3:28:30 PM,101
3710,3711,1646,1/28/23,3:28:30 PM,110
3711,3712,1646,1/28/23,3:28:30 PM,111
3712,3713,1647,1/28/23,3:29:24 PM,125
3713,3714,1648,1/28/23,3:43:15 PM,117
3714,3715,1648,1/28/23,3:43:15 PM,129
3715,3716,1648,1/28/23,3:43:15 PM,105
3716,3717,1648,1/28/23,3:43:15 PM,122
3717,3718,1649,1/28/23,4:26:11 PM,116
3718,3719,1650,1/28/23,4:35:45 PM,101
3719,3720,1650,1/28/23,4:35:45 PM,102
3720,3721,1650,1/28/23,4:35:45 PM,110
3721,3722,1650,1/28/23,4:35:45 PM,105
3722,3723,1651,1/28/23,4:40:16 PM,127
3723,3724,1652,1/28/23,4:56:19 PM,106
3724,3725,1652,1/28/23,4:56:19 PM,132
3725,3726,1653,1/28/23,5:28:53 PM,107
3726,3727,1653,1/28/23,5:28:53 PM,129
3727,3728,1654,1/28/23,5:31:36 PM,120
3728,3729,1654,1/28/23,5:31:36 PM,122
3729,3730,1655,1/28/23,6:15:14 PM,101
3730,3731,1655,1/28/23,6:15:14 PM,121
3731,3732,1655,1/28/23,6:15:14 PM,122
3732,3733,1656,1/28/23,6:15:57 PM,109
3733,3734,1656,1/28/23,6:15:57 PM,112
3734,3735,1656,1/28/23,6:15:57 PM,131
3735,3736,1656,1/28/23,6:15:57 PM,114
3736,3737,1657,1/28/23,6:24:14 PM,101
3737,3738,1657,1/28/23,6:24:14 PM,131
3738,3739,1658,1/28/23,6:44:20 PM,108
3739,3740,1658,1/28/23,6:44:20 PM,121
3740,3741,1659,1/28/23,6:48:06 PM,124
3741,3742,1659,1/28/23,6:48:06 PM,110
3742,3743,1659,1/28/23,6:48:06 PM,112
3743,3744,1659,1/28/23,6:48:06 PM,120
3744,3745,1660,1/28/23,7:00:12 PM,107
3745,3746,1661,1/28/23,7:05:34 PM,103
3746,3747,1661,1/28/23,7:05:34 PM,111
3747,3748,1662,1/28/23,7:54:25 PM,111
3748,3749,1663,1/28/23,8:46:18 PM,127
3749,3750,1663,1/28/23,8:46:18 PM,127
3750,3751,1663,1/28/23,8:46:18 PM,120
3751,3752,1663,1/28/23,8:46:18 PM,106
3752,3753,1664,1/28/23,9:09:10 PM,129
3753,3754,1665,1/28/23,9:24:32 PM,120
3754,3755,1665,1/28/23,9:24:32 PM,106
3755,3756,1666,1/28/23,9:28:58 PM,120
3756,3757,1667,1/28/23,9:41:42 PM,111
3757,3758,1668,1/28/23,10:28:44 PM,107
3758,3759,1668,1/28/23,10:28:44 PM,109
3759,3760,1668,1/28/23,10:28:44 PM,113
3760,3761,1669,1/29/23,11:43:36 AM,104
3761,3762,1670,1/29/23,11:52:11 AM,124
3762,3763,1670,1/29/23,11:52:11 AM,105
3763,3764,1670,1/29/23,11:52:11 AM,122
3764,3765,1670,1/29/23,11:52:11 AM,132
3765,3766,1671,1/29/23,11:55:01 AM,101
3766,3767,1671,1/29/23,11:55:01 AM,102
3767,3768,1672,1/29/23,12:14:46 PM,130
3768,3769,1673,1/29/23,12:19:02 PM,129
3769,3770,1674,1/29/23,12:26:17 PM,124
3770,3771,1675,1/29/23,12:26:53 PM,109
3771,3772,1675,1/29/23,12:26:53 PM,113
3772,3773,1675,1/29/23,12:26:53 PM,120
3773,3774,1675,1/29/23,12:26:53 PM,122
3774,3775,1676,1/29/23,12:39:31 PM,125
3775,3776,1677,1/29/23,12:45:39 PM,104
3776,3777,1678,1/29/23,1:06:51 PM,113
3777,3778,1679,1/29/23,1:08:52 PM,116
3779,3780,1681,1/29/23,1:23:39 PM,101
3780,3781,1681,1/29/23,1:23:39 PM,102
3781,3782,1682,1/29/23,1:27:10 PM,101
3782,3783,1682,1/29/23,1:27:10 PM,113
3783,3784,1683,1/29/23,1:27:41 PM,129
3784,3785,1684,1/29/23,1:33:16 PM,101
3785,3786,1684,1/29/23,1:33:16 PM,107
3786,3787,1684,1/29/23,1:33:16 PM,113
3787,3788,1684,1/29/23,1:33:16 PM,120
3788,3789,1684,1/29/23,1:33:16 PM,121
3789,3790,1684,1/29/23,1:33:16 PM,106
3790,3791,1685,1/29/23,1:36:52 PM,101
3791,3792,1685,1/29/23,1:36:52 PM,102
3792,3793,1685,1/29/23,1:36:52 PM,124
3793,3794,1685,1/29/23,1:36:52 PM,110
3794,3795,1685,1/29/23,1:36:52 PM,117
3795,3796,1685,1/29/23,1:36:52 PM,128
3796,3797,1685,1/29/23,1:36:52 PM,128
3797,3798,1685,1/29/23,1:36:52 PM,111
3798,3799,1685,1/29/23,1:36:52 PM,118
3799,3800,1685,1/29/23,1:36:52 PM,120
3800,3801,1685,1/29/23,1:36:52 PM,120
3801,3802,1685,1/29/23,1:36:52 PM,105
3802,3803,1685,1/29/23,1:36:52 PM,106
3803,3804,1686,1/29/23,1:37:50 PM,124
3804,3805,1686,1/29/23,1:37:50 PM,110
3805,3806,1686,1/29/23,1:37:50 PM,119
3806,3807,1686,1/29/23,1:37:50 PM,132
3807,3808,1687,1/29/23,1:39:42 PM,118
3808,3809,1687,1/29/23,1:39:42 PM,106
3809,3810,1688,1/29/23,1:42:20 PM,113
3810,3811,1689,1/29/23,1:51:07 PM,131
3811,3812,1690,1/29/23,1:55:35 PM,125
3812,3813,1691,1/29/23,2:13:32 PM,110
3813,3814,1692,1/29/23,2:24:36 PM,127
3814,3815,1693,1/29/23,2:28:24 PM,127
3815,3816,1694,1/29/23,2:39:52 PM,102
3816,3817,1695,1/29/23,3:11:01 PM,120
3817,3818,1695,1/29/23,3:11:01 PM,106
3818,3819,1696,1/29/23,3:26:55 PM,101
3819,3820,1696,1/29/23,3:26:55 PM,129
3820,3821,1697,1/29/23,4:01:52 PM,108
3821,3822,1697,1/29/23,4:01:52 PM,119
3822,3823,1698,1/29/23,4:04:23 PM,117
3823,3824,1698,1/29/23,4:04:23 PM,119
3824,3825,1698,1/29/23,4:04:23 PM,120
3825,3826,1699,1/29/23,4:05:53 PM,105
3826,3827,1700,1/29/23,4:07:41 PM,116
3827,3828,1701,1/29/23,4:40:57 PM,111
3828,3829,1702,1/29/23,4:48:09 PM,104
3829,3830,1703,1/29/23,5:47:55 PM,101
3830,3831,1703,1/29/23,5:47:55 PM,119
3831,3832,1704,1/29/23,6:15:40 PM,103
3832,3833,1704,1/29/23,6:15:40 PM,117
3833,3834,1704,1/29/23,6:15:40 PM,121
3834,3835,1704,1/29/23,6:15:40 PM,132
3835,3836,1705,1/29/23,6:38:41 PM,110
3836,3837,1705,1/29/23,6:38:41 PM,129
3837,3838,1706,1/29/23,6:44:29 PM,129
3838,3839,1707,1/29/23,6:45:58 PM,110
3839,3840,1707,1/29/23,6:45:58 PM,113
3840,3841,1708,1/29/23,6:53:35 PM,117
3841,3842,1709,1/29/23,6:55:40 PM,101
3842,3843,1709,1/29/23,6:55:40 PM,118
3844,3845,1710,1/29/23,6:58:20 PM,102
3845,3846,1710,1/29/23,6:58:20 PM,125
3846,3847,1710,1/29/23,6:58:20 PM,109
3847,3848,1711,1/29/23,6:59:29 PM,125
3848,3849,1712,1/29/23,7:23:49 PM,102
3849,3850,1712,1/29/23,7:23:49 PM,117
3850,3851,1713,1/29/23,7:32:08 PM,127
3851,3852,1714,1/29/23,7:34:31 PM,112
3852,3853,1715,1/29/23,7:36:45 PM,124
3853,3854,1715,1/29/23,7:36:45 PM,109
3854,3855,1715,1/29/23,7:36:45 PM,113
3855,3856,1715,1/29/23,7:36:45 PM,132
3856,3857,1716,1/29/23,8:05:12 PM,112
3857,3858,1716,1/29/23,8:05:12 PM,113
3858,3859,1717,1/29/23,8:15:35 PM,124
3859,3860,1718,1/29/23,8:15:51 PM,102
3860,3861,1718,1/29/23,8:15:51 PM,119
3861,3862,1718,1/29/23,8:15:51 PM,122
3862,3863,1718,1/29/23,8:15:51 PM,130
3863,3864,1719,1/29/23,8:23:41 PM,105
3864,3865,1720,1/29/23,8:37:53 PM,129
3865,3866,1720,1/29/23,8:37:53 PM,114
3866,3867,1721,1/29/23,8:38:52 PM,101
3867,3868,1721,1/29/23,8:38:52 PM,106
3868,3869,1722,1/29/23,8:41:46 PM,104
3869,3870,1723,1/29/23,8:50:55 PM,115
3870,3871,1724,1/29/23,9:04:42 PM,122
3871,3872,1725,1/29/23,9:27:53 PM,109
3872,3873,1725,1/29/23,9:27:53 PM,130
3873,3874,1726,1/29/23,10:44:10 PM,108
3874,3875,1726,1/29/23,10:44:10 PM,112
3875,3876,1727,1/30/23,11:25:25 AM,113
3876,3877,1727,1/30/23,11:25:25 AM,106
3877,3878,1728,1/30/23,11:30:32 AM,129
3878,3879,1728,1/30/23,11:30:32 AM,119
3879,3880,1729,1/30/23,11:37:42 AM,108
3880,3881,1730,1/30/23,11:39:14 AM,109
3881,3882,1730,1/30/23,11:39:14 AM,117
3882,3883,1730,1/30/23,11:39:14 AM,119
3883,3884,1731,1/30/23,12:17:29 PM,120
3884,3885,1732,1/30/23,12:20:46 PM,101
3885,3886,1732,1/30/23,12:20:46 PM,107
3886,3887,1732,1/30/23,12:20:46 PM,119
3887,3888,1733,1/30/23,12:26:56 PM,110
3888,3889,1734,1/30/23,12:36:42 PM,101
3889,3890,1734,1/30/23,12:36:42 PM,107
3890,3891,1734,1/30/23,12:36:42 PM,102
3891,3892,1734,1/30/23,12:36:42 PM,103
3892,3893,1734,1/30/23,12:36:42 PM,104
3893,3894,1734,1/30/23,12:36:42 PM,108
3894,3895,1734,1/30/23,12:36:42 PM,125
3895,3896,1734,1/30/23,12:36:42 PM,117
3896,3897,1734,1/30/23,12:36:42 PM,129
3897,3898,1734,1/30/23,12:36:42 PM,120
3898,3899,1734,1/30/23,12:36:42 PM,122
3899,3900,1734,1/30/23,12:36:42 PM,106
3900,3901,1734,1/30/23,12:36:42 PM,106
3901,3902,1735,1/30/23,12:59:38 PM,102
3902,3903,1736,1/30/23,1:34:18 PM,113
3903,3904,1737,1/30/23,1:41:21 PM,116
3904,3905,1737,1/30/23,1:41:21 PM,103
3905,3906,1737,1/30/23,1:41:21 PM,104
3906,3907,1738,1/30/23,1:46:49 PM,101
3907,3908,1738,1/30/23,1:46:49 PM,109
3908,3909,1738,1/30/23,1:46:49 PM,117
3909,3910,1738,1/30/23,1:46:49 PM,127
3910,3911,1739,1/30/23,1:49:56 PM,101
3911,3912,1739,1/30/23,1:49:56 PM,101
3912,3913,1740,1/30/23,2:14:17 PM,103
3913,3914,1741,1/30/23,2:19:34 PM,120
3914,3915,1742,1/30/23,2:23:30 PM,124
3915,3916,1743,1/30/23,2:25:35 PM,121
3916,3917,1744,1/30/23,2:26:51 PM,101
3917,3918,1744,1/30/23,2:26:51 PM,108
3918,3919,1744,1/30/23,2:26:51 PM,118
3919,3920,1745,1/30/23,2:43:16 PM,115
3920,3921,1745,1/30/23,2:43:16 PM,108
3921,3922,1745,1/30/23,2:43:16 PM,126
3922,3923,1745,1/30/23,2:43:16 PM,123
3923,3924,1746,1/30/23,3:07:16 PM,108
3924,3925,1747,1/30/23,3:17:51 PM,113
3926,3927,1748,1/30/23,3:32:57 PM,102
3927,3928,1749,1/30/23,4:02:56 PM,130
3928,3929,1749,1/30/23,4:02:56 PM,123
3930,3931,1750,1/30/23,4:12:42 PM,101
3931,3932,1750,1/30/23,4:12:42 PM,128
3932,3933,1751,1/30/23,4:49:58 PM,102
3933,3934,1751,1/30/23,4:49:58 PM,125
3934,3935,1752,1/30/23,4:51:01 PM,127
3935,3936,1752,1/30/23,4:51:01 PM,122
3936,3937,1753,1/30/23,4:53:40 PM,102
3937,3938,1753,1/30/23,4:53:40 PM,123
3938,3939,1754,1/30/23,5:11:32 PM,101
3939,3940,1754,1/30/23,5:11:32 PM,103
3940,3941,1754,1/30/23,5:11:32 PM,127
3941,3942,1754,1/30/23,5:11:32 PM,105
3942,3943,1755,1/30/23,5:22:31 PM,109
3943,3944,1755,1/30/23,5:22:31 PM,114
3944,3945,1756,1/30/23,5:30:17 PM,128
3945,3946,1757,1/30/23,5:32:30 PM,108
3946,3947,1757,1/30/23,5:32:30 PM,110
3947,3948,1758,1/30/23,5:38:25 PM,105
3948,3949,1758,1/30/23,5:38:25 PM,132
3949,3950,1759,1/30/23,5:49:25 PM,117
3950,3951,1759,1/30/23,5:49:25 PM,129
3951,3952,1759,1/30/23,5:49:25 PM,119
3952,3953,1759,1/30/23,5:49:25 PM,131
3953,3954,1760,1/30/23,6:00:46 PM,126
3954,3955,1761,1/30/23,6:02:30 PM,108
3955,3956,1762,1/30/23,6:14:18 PM,110
3956,3957,1763,1/30/23,6:24:28 PM,125
3957,3958,1764,1/30/23,6:24:57 PM,127
3958,3959,1764,1/30/23,6:24:57 PM,121
3959,3960,1764,1/30/23,6:24:57 PM,130
3960,3961,1765,1/30/23,6:32:30 PM,127
3961,3962,1765,1/30/23,6:32:30 PM,129
3962,3963,1766,1/30/23,6:50:13 PM,129
3963,3964,1767,1/30/23,7:03:49 PM,102
3964,3965,1767,1/30/23,7:03:49 PM,108
3965,3966,1767,1/30/23,7:03:49 PM,124
3966,3967,1767,1/30/23,7:03:49 PM,117
3967,3968,1768,1/30/23,7:28:42 PM,103
3968,3969,1769,1/30/23,7:28:51 PM,109
3969,3970,1769,1/30/23,7:28:51 PM,119
3970,3971,1770,1/30/23,7:31:17 PM,103
3971,3972,1771,1/30/23,7:46:17 PM,108
3972,3973,1771,1/30/23,7:46:17 PM,131
3973,3974,1772,1/30/23,7:57:11 PM,127
3974,3975,1773,1/30/23,8:06:40 PM,107
3975,3976,1773,1/30/23,8:06:40 PM,108
3976,3977,1773,1/30/23,8:06:40 PM,123
3977,3978,1773,1/30/23,8:06:40 PM,106
3978,3979,1774,1/30/23,8:07:05 PM,119
3979,3980,1775,1/30/23,8:07:17 PM,118
3980,3981,1776,1/30/23,8:09:16 PM,125
3981,3982,1776,1/30/23,8:09:16 PM,130
3982,3983,1776,1/30/23,8:09:16 PM,106
3983,3984,1777,1/30/23,8:11:18 PM,120
3984,3985,1778,1/30/23,8:26:02 PM,109
3985,3986,1779,1/30/23,8:27:12 PM,116
3986,3987,1780,1/30/23,8:54:47 PM,118
3987,3988,1781,1/30/23,9:05:03 PM,101
3988,3989,1781,1/30/23,9:05:03 PM,116
3989,3990,1782,1/30/23,9:05:29 PM,101
3990,3991,1782,1/30/23,9:05:29 PM,111
3991,3992,1783,1/30/23,9:05:39 PM,125
3992,3993,1784,1/30/23,9:06:05 PM,108
